,band_combo,banded,bird,get_banded_display,get_life_stage_guess_display,get_sex_guess_display,id,life_stage_guess,revisit,sex_guess,sighting,sighting__date_sighted,sighting__point_location,sighting__time_sighted
3519,Yellow G on Black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",Juvenile,Male,4604,juvenile,False,male,2189,2018-11-05,"{'type': 'Point', 'coordinates': [171.55906677246094, -42.91238768830869]}",17:49:00
3520,"Left: Red 2 on White band, Right: Red 2 on White band/metal",readable,"{'slug': 'baz', 'status': 'Alive', 'sex': 'Male', 'bird_extended': None, 'get_age': 6, 'get_life_stage': 'Adult', 'study_area': 'Westland', 'band_combo': 'Red 2 on White', 'name': 'Baz', 'birthday': '2013-01-01', 'primary_band': 'V-0039', 'date_modified': '2018-04-04T11:00:22.822805+12:00', 'date_imported': '2017-06-28T00:21:17.523061+12:00'}","Banded, readable",Adult,Male,4663,adult,False,male,2229,2018-11-05,"{'type': 'Point', 'coordinates': [169.41151857376096, -43.721939671884215]}",17:00:00
3521,,unbanded,,Not banded,Juvenile,,4662,juvenile,False,,2229,2018-11-05,"{'type': 'Point', 'coordinates': [169.41151857376096, -43.721939671884215]}",17:00:00
3522,,unbanded,,Not banded,Adult,,4661,adult,False,,2229,2018-11-05,"{'type': 'Point', 'coordinates': [169.41151857376096, -43.721939671884215]}",17:00:00
3523,"Left: White H on Red band, Right: metal only",readable,,"Banded, readable",,,4664,,True,,2229,2018-11-05,"{'type': 'Point', 'coordinates': [169.41151857376096, -43.721939671884215]}",17:00:00
3524,,unknown,,Couldn't tell,Juvenile,,4597,juvenile,False,,2183,2018-11-05,"{'type': 'Point', 'coordinates': [168.68213114796094, -44.42145067032407]}",14:36:00
3525,,unbanded,,Not banded,,,4698,,False,,2253,2018-11-04,"{'type': 'Point', 'coordinates': [169.72056657090292, -43.98069169927249]}",19:20:00
3526,,unbanded,,Not banded,Adult,Female,4600,adult,False,female,2186,2018-11-04,"{'type': 'Point', 'coordinates': [167.98947152261323, -44.764963294197244]}",16:00:00
3527,White G on brown,readable,"{'slug': 'zulia', 'status': 'Alive', 'sex': 'Female', 'bird_extended': {'description': ""Zulia was banded in March 2018 by Tom Goodman and is often seen hanging out with Ken Joe—maybe a sibling?\r\n\r\nZulia is sponsored by the generous folks Jordan Manek and Amanda Jill following an unforgettable encounter with this kea in Arthur's Pass that sparked an immense and lasting appreciation for the clowns of the mountains."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/zulia/20180520-IMG_7309-crop-c0-6__0-38-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/zulia/20180520-IMG_7309-crop-c0-6__0-38-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/zulia/20180520-IMG_7309.jpg'}, 'profile_picture_attribution': 'Toby Martin'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'White G on Brown', 'name': 'Zulia', 'birthday': '2017-01-01', 'primary_band': 'V-2153', 'date_modified': '2018-06-18T14:35:07.406964+12:00', 'date_imported': '2018-06-18T14:35:07.396532+12:00'}","Banded, readable",Juvenile,Female,4582,juvenile,False,female,2176,2018-11-03,"{'type': 'Point', 'coordinates': [171.5561485290527, -42.888165334147715]}",15:00:00
3528,Yellow G on Black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",Juvenile,Male,4583,juvenile,False,male,2176,2018-11-03,"{'type': 'Point', 'coordinates': [171.5561485290527, -42.888165334147715]}",15:00:00
3529,,unknown,,Couldn't tell,,,4581,,False,,2175,2018-11-03,"{'type': 'Point', 'coordinates': [172.83574182536938, -41.20476517030396]}",09:03:00
3530,,unknown,,Couldn't tell,,,4697,,False,,2252,2018-11-02,"{'type': 'Point', 'coordinates': [169.72266302574835, -43.97217918330648]}",17:30:00
3531,,unknown,,Couldn't tell,Adult,,4595,adult,False,,2182,2018-11-02,"{'type': 'Point', 'coordinates': [168.6952207588405, -44.372461159241354]}",11:45:00
3532,,unknown,,Couldn't tell,Adult,,4594,adult,False,,2182,2018-11-02,"{'type': 'Point', 'coordinates': [168.6952207588405, -44.372461159241354]}",11:45:00
3533,,unknown,,Couldn't tell,Adult,,4592,adult,False,,2182,2018-11-02,"{'type': 'Point', 'coordinates': [168.6952207588405, -44.372461159241354]}",11:45:00
3534,,unknown,,Couldn't tell,Adult,,4591,adult,False,,2182,2018-11-02,"{'type': 'Point', 'coordinates': [168.6952207588405, -44.372461159241354]}",11:45:00
3535,,unknown,,Couldn't tell,Adult,,4593,adult,False,,2182,2018-11-02,"{'type': 'Point', 'coordinates': [168.6952207588405, -44.372461159241354]}",11:45:00
3536,,unbanded,,Not banded,,,4585,,False,,2178,2018-11-02,"{'type': 'Point', 'coordinates': [168.4443176627436, -44.837460950829936]}",08:00:00
3537,,unknown,,Couldn't tell,,,4601,,False,,2187,2018-11-01,"{'type': 'Point', 'coordinates': [168.215, -44.73]}",15:15:00
3538,,unknown,,Couldn't tell,,,4602,,False,,2187,2018-11-01,"{'type': 'Point', 'coordinates': [168.215, -44.73]}",15:15:00
3539,Black H on Light Blue,readable,"{'slug': 'jesse', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Jesse can often be found investigating Deaths Corner or Candy's Bend.\r\n\r\nFor a long time he sported 'old style' metal bands which lost most of their colour—you could often make out the number on his metal band (V-0026) or small amounts of colour in the original orange bands.\r\n\r\nIn August 2018 he was rebanded with brand new bright plastic bands.\r\n\r\nWe think Jesse is at least 9 years old."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/jesse/2017-03-16_10.22.22.jpg'}, 'profile_picture_attribution': 'Martina Scheistl'}, 'get_age': 9, 'get_life_stage': 'Adult', 'study_area': 'Waimakariri', 'band_combo': 'Black H on Light Blue', 'name': 'Jesse', 'birthday': '2010-01-01', 'primary_band': 'V-0026', 'date_modified': '2018-04-04T11:00:32.202093+12:00', 'date_imported': '2017-06-28T00:21:23.326995+12:00'}","Banded, readable",Adult,Male,4577,adult,False,male,2172,2018-11-01,"{'type': 'Point', 'coordinates': [171.5658903121948, -42.946433782463274]}",13:15:00
3540,,unbanded,,Not banded,Juvenile,,4638,juvenile,False,,2215,2018-11-01,"{'type': 'Point', 'coordinates': [168.11232800520168, -44.30899966877752]}",07:30:00
3541,,unbanded,,Not banded,Juvenile,,4639,juvenile,False,,2215,2018-11-01,"{'type': 'Point', 'coordinates': [168.11232800520168, -44.30899966877752]}",07:30:00
3542,,unbanded,,Not banded,Adult,,4640,adult,False,,2215,2018-11-01,"{'type': 'Point', 'coordinates': [168.11232800520168, -44.30899966877752]}",07:30:00
3543,,unbanded,,Not banded,Adult,,4641,adult,False,,2215,2018-11-01,"{'type': 'Point', 'coordinates': [168.11232800520168, -44.30899966877752]}",07:30:00
3544,black on yellow (G),readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",Juvenile,Male,4588,juvenile,False,male,2181,2018-10-31,"{'type': 'Point', 'coordinates': [171.5566435649991, -42.88814200288306]}",15:42:00
3545,Black on Blue (H),readable,"{'slug': 'jesse', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Jesse can often be found investigating Deaths Corner or Candy's Bend.\r\n\r\nFor a long time he sported 'old style' metal bands which lost most of their colour—you could often make out the number on his metal band (V-0026) or small amounts of colour in the original orange bands.\r\n\r\nIn August 2018 he was rebanded with brand new bright plastic bands.\r\n\r\nWe think Jesse is at least 9 years old."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/jesse/2017-03-16_10.22.22.jpg'}, 'profile_picture_attribution': 'Martina Scheistl'}, 'get_age': 9, 'get_life_stage': 'Adult', 'study_area': 'Waimakariri', 'band_combo': 'Black H on Light Blue', 'name': 'Jesse', 'birthday': '2010-01-01', 'primary_band': 'V-0026', 'date_modified': '2018-04-04T11:00:32.202093+12:00', 'date_imported': '2017-06-28T00:21:23.326995+12:00'}","Banded, readable",Adult,Male,4590,adult,False,male,2181,2018-10-31,"{'type': 'Point', 'coordinates': [171.5566435649991, -42.88814200288306]}",15:42:00
3546,Black on Pink (6),readable,"{'slug': 'kester', 'status': 'Dead', 'sex': 'Male', 'bird_extended': {'description': ""This cheeky little fella is often seen with a bunch of others around the village. \r\n\r\nThis kea is named after Kester—a boy who lives in Arthur's Pass village, in fact one of only four children that live there! Kester's mum and dad are highly active in conservation, are members of the Arthur's Pass Wildlife Trust and dedicate a lot of their time to trapping, weeding and APWT admin. They come and help out with kea conservation work whenever they can and Kester and his brother Asher (who also has a kea named after him) are learning all about kea conservation in their spare time. \r\n\r\nArthur's Pass Wildlife Trust play a significant role in kea conservation and advocacy work as well as working hard to protect a range of other species.\r\n\r\nUpdate: November 7th 2018 - Kester was found dead at Temple Basin. He probably died as a result of a high-speed mid air collision with something. He was tested for lead (Pb) poisoning in September and was found to have extremely high lead levels in his system. Lead has numerous physiological impacts on kea, just as it does in humans (e.g. slow response times, impaired neurological function and more) which suggests his ability to respond to dangers in his environment could well have been compromised."", 'is_featured': False, 'sponsor_name': ""Arthur's Pass Wildlife Trust"", 'sponsor_website': 'http://apwt.org.nz/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/kester/Kester_AP_Oct_1_2018-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/kester/Kester_AP_Oct_1_2018-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/kester/Kester_AP_Oct_1_2018.jpg'}, 'profile_picture_attribution': 'Laura Young'}, 'get_age': None, 'get_life_stage': None, 'study_area': 'Waimakariri', 'band_combo': 'Black S on Pink', 'name': 'Kester', 'birthday': '2017-01-01', 'primary_band': 'V-2235', 'date_modified': '2019-08-18T01:52:45.865242+12:00', 'date_imported': '2018-11-07T11:18:09+13:00'}","Banded, readable",,,4589,,False,,2181,2018-10-31,"{'type': 'Point', 'coordinates': [171.5566435649991, -42.88814200288306]}",15:42:00
3547,White B on black,unreadable,"{'slug': 'joan', 'status': 'Alive', 'sex': 'Female', 'bird_extended': {'description': ""Joan was banded at Deaths Corner, Arthur's Pass in March 2018 by Mark and Alexis (from France).\r\n\r\nJoan is named in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Ken Joe, who is almost certainly Joan's sibling."", 'is_featured': False, 'sponsor_name': 'Maclean Trust', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/joan/WhiteBonBlack-crop-c0-5__0-38-500x500-70.JPG', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/joan/WhiteBonBlack-crop-c0-5__0-38-350x250-70.JPG', 'full_size': 'https://media.keadatabase.nz/media/birds/joan/WhiteBonBlack.JPG'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 1, 'get_life_stage': 'Juvenile', 'study_area': 'Waimakariri', 'band_combo': 'White B on Black', 'name': 'Joan', 'birthday': '2018-01-01', 'primary_band': 'V-2195', 'date_modified': '2018-04-30T11:02:55.994478+12:00', 'date_imported': '2018-04-30T11:02:43+12:00'}","Banded, unreadable",Juvenile,Male,4574,juvenile,False,male,2170,2018-10-31,"{'type': 'Point', 'coordinates': [171.55559062957764, -42.88096438348944]}",15:25:00
3548,,unreadable,,"Banded, unreadable",Juvenile,,4575,juvenile,False,,2170,2018-10-31,"{'type': 'Point', 'coordinates': [171.55559062957764, -42.88096438348944]}",15:25:00
3549,White G on brown,readable,"{'slug': 'zulia', 'status': 'Alive', 'sex': 'Female', 'bird_extended': {'description': ""Zulia was banded in March 2018 by Tom Goodman and is often seen hanging out with Ken Joe—maybe a sibling?\r\n\r\nZulia is sponsored by the generous folks Jordan Manek and Amanda Jill following an unforgettable encounter with this kea in Arthur's Pass that sparked an immense and lasting appreciation for the clowns of the mountains."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/zulia/20180520-IMG_7309-crop-c0-6__0-38-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/zulia/20180520-IMG_7309-crop-c0-6__0-38-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/zulia/20180520-IMG_7309.jpg'}, 'profile_picture_attribution': 'Toby Martin'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'White G on Brown', 'name': 'Zulia', 'birthday': '2017-01-01', 'primary_band': 'V-2153', 'date_modified': '2018-06-18T14:35:07.406964+12:00', 'date_imported': '2018-06-18T14:35:07.396532+12:00'}","Banded, readable",Juvenile,Male,4573,juvenile,False,male,2170,2018-10-31,"{'type': 'Point', 'coordinates': [171.55559062957764, -42.88096438348944]}",15:25:00
