,band_combo,description,is_featured,full_size,large,thumbnail,profile_picture_attribution,sponsor_name,sponsor_website,birthday,date_imported,date_modified,get_age,get_life_stage,name,primary_band,sex,slug,status,study_area,colours,date_deployed,special,style,symbols
90,Black H on Light Blue,"Jesse can often be found investigating Deaths Corner or Candy's Bend.

For a long time he sported 'old style' metal bands which lost most of their colour—you could often make out the number on his metal band (V-0026) or small amounts of colour in the original orange bands.

In August 2018 he was rebanded with brand new bright plastic bands.

We think Jesse is at least 9 years old.",False,https://media.keadatabase.nz/media/birds/jesse/2017-03-16_10.22.22.jpg,https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-350x250-70.jpg,Martina Scheistl,,,2010-01-01,2017-06-28T00:21:23.326995+12:00,2018-04-04T11:00:32.202093+12:00,9,Adult,Jesse,V-0026,Male,jesse,Alive,Waimakariri,"['black', 'lightblue']",2018-08-23,,new,['H']
91,White B on Black,"Joan was banded at Deaths Corner, Arthur's Pass in March 2018 by Mark and Alexis (from France).

Joan is named in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Ken Joe, who is almost certainly Joan's sibling.",False,https://media.keadatabase.nz/media/birds/joan/WhiteBonBlack.JPG,https://media.keadatabase.nz/media/__sized__/birds/joan/WhiteBonBlack-crop-c0-5__0-38-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/joan/WhiteBonBlack-crop-c0-5__0-38-350x250-70.JPG,Mark Brabyn,Maclean Trust,,2018-01-01,2018-04-30T11:02:43+12:00,2018-04-30T11:02:55.994478+12:00,1,Juvenile,Joan,V-2195,Female,joan,Alive,Waimakariri,"['white', 'black']",2018-03-17,,new,['B']
92,Black Q on Green,"Jock Rickett often hangs out at Monkey Creek along the Milford Highway, Fiordland, with other young kea 'Phillip' and 'Monkey C' and older male 'Huckleberry'.",False,https://media.keadatabase.nz/media/birds/jock-rickett/Jock_and_Monkey_-_Monkey_Creek_-_Junwei_Ho.jpg,https://media.keadatabase.nz/media/__sized__/birds/jock-rickett/Jock_and_Monkey_-_Monkey_Creek_-_Junwei_Ho-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/jock-rickett/Jock_and_Monkey_-_Monkey_Creek_-_Junwei_Ho-crop-c0-5__0-5-350x250-70.jpg,Junwei Ho,,,2019-01-01,2019-04-22T12:20:21+12:00,2019-08-18T01:52:43.658668+12:00,0,Fledgling,Jock Rickett,V-2124,Undetermined,jock-rickett,Alive,Fiordland,"['black', 'green']",2019-03-20,,new,['Q']
93,Yellow / x - x / x,"Johnny's yellow metal band is a little chipped but still has lots of colour left. Johnny is one of the dominant males in the Willowbank flock. He is also the father of many of the younger birds at Willowbank. Johnny often raises the feathers around his head to show the younger birds who is boss. He is the ""owner"" of the ski hut area in the Willowbank aviary and is often found around there.",False,https://media.keadatabase.nz/media/birds/johnny-w/Johnny_W03.JPG,https://media.keadatabase.nz/media/__sized__/birds/johnny-w/Johnny_W03-crop-c0-71__0-29-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/johnny-w/Johnny_W03-crop-c0-71__0-29-350x250-70.JPG,Mark Brabyn,,,2013-01-01,2017-10-13T16:11:28+13:00,2017-10-13T16:11:31.331123+13:00,6,Adult,Johnny W,,Male,johnny-w,Alive,Willowbank,['yellow'],2017-10-13,,old,[]
94,Black J on White,JP is often found around the Treble Cone Ski Area. Make sure he doesn't steal your things!,False,https://media.keadatabase.nz/media/birds/jp/jp.jpg,https://media.keadatabase.nz/media/__sized__/birds/jp/jp-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/jp/jp-crop-c0-5__0-5-350x250-70.jpg,Brigid Shadbolt,,,2009-01-01,2017-06-28T00:21:23.570506+12:00,2018-04-04T11:00:32.477544+12:00,10,Adult,JP,V-1736,Male,jp,Alive,Wanaka,"['white', 'black']",2013-07-02,,new,['J']
95,Black S on Orange,June was banded in the Otira valley in February 2012 as a sub-adult.,False,https://media.keadatabase.nz/media/birds/june/June21Feb2013Sighting.JPG,https://media.keadatabase.nz/media/__sized__/birds/june/June21Feb2013Sighting-crop-c0-55__0-36-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/june/June21Feb2013Sighting-crop-c0-55__0-36-350x250-70.JPG,,,,2010-01-01,2017-06-28T00:21:23.687659+12:00,2018-04-04T11:00:32.592120+12:00,9,Adult,June,V-2338,Female,june,Alive,Waimakariri,"['orange', 'black']",2012-02-04,,new,['S']
96,Black Q on Grey,"Kaha, as in 'kia kaha' was named by Forest & Bird North Canterbury.

He was banded in October 2016 by Laura Young at Deaths Corner.",False,https://media.keadatabase.nz/media/birds/kaha/Kaha.jpg,https://media.keadatabase.nz/media/__sized__/birds/kaha/Kaha-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/kaha/Kaha-crop-c0-5__0-5-350x250-70.jpg,Paul Guest,Forest & Bird (North Canterbury),http://forestandbird.org.nz/,2016-01-01,2017-06-28T00:21:23.727823+12:00,2018-04-04T11:00:32.664583+12:00,3,Sub-Adult,Kaha,V-1253,Male,kaha,Alive,Waimakariri,"['black', 'grey']",2016-10-16,,new,['Q']
97,White H on Red,This young male kea was a new arrival to Arthur's Pass village as of December 2018. He showed up one day with a big group of unbanded kea including two adult females and a bunch of juveniles. He is named after the lofty mountain that perches high above the township - Kaimatau (Mt Rolleston).,False,https://media.keadatabase.nz/media/birds/kaimatau/P1010137.JPG,https://media.keadatabase.nz/media/__sized__/birds/kaimatau/P1010137-crop-c0-5__0-5-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/kaimatau/P1010137-crop-c0-5__0-5-350x250-70.JPG,L Young,,,2017-01-01,2019-01-03T20:11:49+13:00,2019-01-03T20:12:14.153714+13:00,2,Sub-Adult,Kaimatau,V-1566,Male,kaimatau,Alive,Waimakariri,"['white', 'red']",2018-12-21,,new,['H']
98,Black N on White,"This male kea was just named 'Kala' by Sally & Greg (July 2017). 
Kala is used in Sanskrit for time: 'We have time to save the kea!'

He was banded in Arthur's Pass township in January 2017.",False,https://media.keadatabase.nz/media/birds/kala/Kala_Paul_Guest.jpg,https://media.keadatabase.nz/media/__sized__/birds/kala/Kala_Paul_Guest-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/kala/Kala_Paul_Guest-crop-c0-5__0-5-350x250-70.jpg,Paul Guest,Sally Lewis & Greg Hopkinson,,2017-01-01,2017-06-28T00:21:18+12:00,2018-04-04T11:00:32.720597+12:00,2,Sub-Adult,Kala,V-2503,Male,kala,Alive,Waimakariri,"['white', 'black']",2017-01-12,,new,['N']
99,Red ÷ on White,"This lovely young kea has been named after Karen - a dedicated member of the team at the South Island Wildlife Hospital, Christchurch. Karen and Pauline and others work tirelessly, mostly in their volunteer time, to look after sick and injured wildlife and have treated many kea for lead poisoning over the years, helping them recover and rehabilitate before releasing them back into the wild.",False,https://media.keadatabase.nz/media/birds/karen/Karen_kea.jpg,https://media.keadatabase.nz/media/__sized__/birds/karen/Karen_kea-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/karen/Karen_kea-crop-c0-5__0-5-350x250-70.jpg,,South Island Wildlife Hospital,https://www.wildlifehospital.co.nz/,2017-01-01,2017-12-08T13:48:10+13:00,2018-04-04T11:00:32.752822+12:00,2,Sub-Adult,Karen,V-2569,Female,karen,Alive,Waimakariri,"['white', 'red']",2017-10-25,divides,new,['÷']
100,Unbanded,"Kati the kea was found by a researcher at Death's Corner, near Arthur's Pass. His upper mandible was completely missing. He was taken to the South Island Wildlife Hospital for treatment for several weeks. Because he had no upper beak it was difficult to tell what sex he was so he was named Kati. He was introduced to the Willowbank kea group and was fed and looked after by the other birds but he needs little help. He uses his beak like a cheese grater to eat everything the other kea enjoy. He is now one of the bossiest kea in the Willowbank flock and near the top of the hierarchy.",False,https://media.keadatabase.nz/media/birds/kati/Kati.JPG,https://media.keadatabase.nz/media/__sized__/birds/kati/Kati-crop-c0-5__0-17-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/kati/Kati-crop-c0-5__0-17-350x250-70.JPG,Mark Brabyn,,,2012-01-01,2017-10-13T11:10:24+13:00,2017-10-13T11:11:13.367461+13:00,7,Adult,Kati,,Male,kati,Alive,Willowbank,['nil'],2017-10-22,,old,[]
101,Black Y on Yellow,"Kauri was brought into the South Island Wildlife Hospital in early 2017 by Mark Brabyn and Laura Young for treatment for lead poisoning.

His profile picture shows him trying to figure out how to get into a cardboard tube which contains his favourite food – oranges!

After a few weeks treatment Kauri (along with another kea also undergoing treatment for lead poisoning) was released back into the wild.

He was named and is sponsored by the Lyttleton Cubs",False,https://media.keadatabase.nz/media/birds/kauri/Kauri.jpg,https://media.keadatabase.nz/media/__sized__/birds/kauri/Kauri-crop-c0-51__0-37-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/kauri/Kauri-crop-c0-51__0-37-350x250-70.jpg,South Island Wildlife Hospital,Lyttelton Cubs,,2013-01-01,2017-06-28T00:21:23.970914+12:00,2018-04-04T11:00:33.013645+12:00,6,Adult,Kauri,V-1631,Male,kauri,Alive,Waimakariri,"['yellow', 'black']",2016-10-16,,new,['Y']
102,Yellow # on Blue,"Keanui is frequently spotted around Arthur's Pass village. She's a young and curious female kea who we hope, in about four years time, will find a mate and start breeding in the area.",False,https://media.keadatabase.nz/media/birds/keanui/Keanui_LY.jpeg,https://media.keadatabase.nz/media/__sized__/birds/keanui/Keanui_LY-crop-c0-5__0-5-500x500-70.jpeg,https://media.keadatabase.nz/media/__sized__/birds/keanui/Keanui_LY-crop-c0-5__0-5-350x250-70.jpeg,Laura Young,Arthur's Pass Alpine Motel,http://www.apam.co.nz/,2017-01-01,2017-11-01T16:21:08+13:00,2018-04-04T11:00:33.049912+12:00,2,Sub-Adult,Keanui,V-1344,Female,keanui,Alive,Waimakariri,"['yellow', 'blue']",2017-08-12,,new,['#']
103,Black H on Yellow,"Kearl was named by project sponsor TimeZoneOne, as a portmanteau of 'kea' and 'Karl', their Art Director.

TimeZoneOne completed all of the graphic design work for the boards in Arthur's Pass, and also helped out with the aesthetic of the Kea Database website.

Kearl was banded in Arthur's Pass Village by Mark & Fiona in August 2017.",False,https://media.keadatabase.nz/media/birds/kearl/IMG_3945.JPG,https://media.keadatabase.nz/media/__sized__/birds/kearl/IMG_3945-crop-c0-5__0-5-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/kearl/IMG_3945-crop-c0-5__0-5-350x250-70.JPG,George Moon,TimeZoneOne,https://timezoneone.com/,2017-01-01,2017-09-12T14:49:21+12:00,2018-04-04T11:00:33.104569+12:00,2,Sub-Adult,Kearl,V-1226,Male,kearl,Alive,Waimakariri,"['yellow', 'black']",2017-08-29,,new,['H']
104,White J on Pink,"Ken Joe was banded as an fledgling at Otira Viaduct on March 2018 by Martina and Mark. The photo shows him feeding on coprosma berries. Kea are perfectly able to feed for themselves in the mountains and do not need to be feed by humans. Please do not feed them.

Ken Joe is sponsored in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Joan who is almost certainly Ken Joe's sibling.",False,https://media.keadatabase.nz/media/birds/ken-joe/WhiteJonPink3.jpg,https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-350x250-70.jpg,Mark Brabyn,Maclean Trust,,2018-01-01,2018-04-30T11:03:41+12:00,2018-04-30T11:03:46.326974+12:00,1,Juvenile,Ken Joe,V-2194,Male,ken-joe,Alive,Waimakariri,"['white', 'pink']",2018-03-07,,new,['J']
105,White AZ on Red,"This kea was banded in August 2019 in the Arthur's Pass village, sponsored by the Canterbury Mountaineering Club (CMC) and named after W.A.Kennedy (1865-1950).

Kennedy was one of the first bach owners at Arthur's Pass and  a school teacher at Woolston school for most of his working life. He was renowned as an early advocate of outdoor education and learning, taking his classes to Arthur's Pass and advocating for the conservation of NZ's indigenous flora and fauna.
He was a passionate mountaineer with first ascents of Mt Broderick and  Mt Sibbald among many others (especially in the Godley valley of South Canterbury). He helped promote the reestablishment of the New Zealand Alpine Club (NZAC) and was vice president, and then president of the CMC from its inception in 1925 until 1940.

He built up a photo library of over 20000 glass plate images from mountain users which is now stored in the Canterbury Museum as an unparalleled reference collection.

The iconic Kennedy lodge situated on Brake Hill in Arthur's Pass village, was first built in 1936, destroyed by fire and rebuilt in 1986. Since then it has provided comfortable accommodation for climbers and trampers in the Arthur's Pass region, often been watched and accompanied up close by our local kea.",False,https://media.keadatabase.nz/media/birds/kennedy/Kennedy_Martin_Dietrich.jpg,https://media.keadatabase.nz/media/__sized__/birds/kennedy/Kennedy_Martin_Dietrich-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/kennedy/Kennedy_Martin_Dietrich-crop-c0-5__0-5-350x250-70.jpg,Marvin Dietrich,Canterbury Mountaineering Club (CMC),https://www.cmc.net.nz/,2019-01-01,2019-08-29T11:56:28+12:00,2019-08-29T11:56:31.123598+12:00,0,Fledgling,Kennedy,V-3242,Male,kennedy,Alive,Waimakariri,"['white', 'red']",2019-08-24,,new,['AZ']
106,White F on Green,Keorangi was banded by Laura Young in Arthur's Pass township in August 2017. Keorangi is another Māori name for kea. This bird was sponsored and named by the Arthur's Pass Alpine Motel. Pete and Fi Neale have been great supporters of this project from its onset.,False,https://media.keadatabase.nz/media/birds/keorangi/Keorangi.jpeg,https://media.keadatabase.nz/media/__sized__/birds/keorangi/Keorangi-crop-c0-44__0-45-500x500-70.jpeg,https://media.keadatabase.nz/media/__sized__/birds/keorangi/Keorangi-crop-c0-44__0-45-350x250-70.jpeg,,Arthur's Pass Alpine Motel,http://www.apam.co.nz/,2013-01-01,2017-09-01T21:05:13+12:00,2018-04-04T11:00:33.305940+12:00,6,Adult,Keorangi,V-2634,Male,keorangi,Alive,Waimakariri,"['white', 'green']",2017-08-11,,new,['F']
107,Red J on White,"Kerewa (meaning clever) was banded as a fledgling in the Arthur's Pass township in 2017.

Update: 29th November 2017
In October 2017, Kerewa was caught and taken in for treatment at the South Island Wildlife Hospital for lead poisoning. Kerewa has had several weeks of chelation treatment before being declared ""lead-free"" and has now been released near Arthur's Pass. 

Kerewa has been in good company - his buddy Wananga was also in for lead poisoning treatment. They were looked after exceptionally well by the amazing team at the South Island Wildlife Hospital in Christchurch getting lots of stimulation and activity during their stay. 

Please keep an eye out for Kerewa and Wānanga and report any sightings into the sightings database so we can keep track of how they're doing post-treatment.

The Arthur's Pass community is working on removing lead from key buildings in Arthur's Pass village where kea eat the lead (which tastes sweet to them) and accumulates in their body. Hopefully in a few more years, no more kea will need to be treated for lead poisoining. If you wish to donate to this lead removal project, please contact the Arthur's Pass Wildlife Trust or the Kea Conservation Trust to make a donation.",False,https://media.keadatabase.nz/media/birds/kerewa/24210176_718361335027821_4636913317455997510_o.jpg,https://media.keadatabase.nz/media/__sized__/birds/kerewa/24210176_718361335027821_4636913317455997510_o-crop-c0-39__0-53-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/kerewa/24210176_718361335027821_4636913317455997510_o-crop-c0-39__0-53-350x250-70.jpg,South Island Wildlife Hospital,Canterbury Environmental Trust,,2017-01-01,2017-08-04T17:36:14+12:00,2018-04-04T11:00:33.321802+12:00,2,Sub-Adult,Kerewa,V-1632,Male,kerewa,Alive,Waimakariri,"['red', 'white']",2017-08-04,,new,['J']
108,White 9 on Green,"Kikimo lives at Orana Wildlife Park in Christchurch where he is the oldest kea in the group – kea have been known to live for up to 50 years.
Kikimo is a famous kea, having starred in a series of TV ads in the 1990’s where he knocked a builder’s tools down a mountain causing an avalanche.
He is also a very creative kea – he will often take flax leaves and tie and weave them together to create unique kea artworks!
Although Kikimo is blind in his left eye he doesn’t let that stop him from exploring the aviary and climbing trees to get a good bird’s eye view of everything going on.
Kikimo plays an important role in conservation advocacy, educating visitors on appropriate behavior around his wild cousins, such as driving slowly on roads in the mountains to help protect kea.",False,https://media.keadatabase.nz/media/birds/kikimo/kikimo02.jpg,https://media.keadatabase.nz/media/__sized__/birds/kikimo/kikimo02-crop-c0-49__0-18-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/kikimo/kikimo02-crop-c0-49__0-18-350x250-70.jpg,Orana Park,,,1985-01-01,2017-10-13T11:16:33+13:00,2017-10-13T11:16:34.493747+13:00,34,Adult,Kikimo,,Male,kikimo,Alive,Orana Park,"['white', 'green']",2017-09-07,,new,['9']
